Ny regering må ændre skattepolitikken. Ikke overraskende viser analyse af indkomstskattelettelser i perioden 2002-2017, at de største lettelser er gået til de rigeste, målt relativt. Samtidig flere fattige børn og social ulighed. [LINK] #dkpol #ulighed #OgDetErDK [LINK]	negativ
@USER Jeg tænker man mere dybdegående skulle udfordre vores system og stille laaaangt flere kritiske spørgsmål til dem der virkelug styrer #dkpol og #dkmedier her lidt inspiration [LINK]	neutral
Point - men suspendering - tid på bænken - er IMO kun en fordel for den suspenderede. 
Lidt som at udsætte brexit, men igen - det er bare min mening. [LINK]	negativ
🇩🇪 er i den grad gået i flyverskjul med Visegradlandene.

🇩🇰🇫🇷🇱🇺🇪🇸🇵🇹🇫🇮🇸🇪 kæmper for klimaneutralitet senest i 2050 på linje med Parisaftalens 1,5-gradersmålsætning. Men det bliver svært.

TRÅD om, hvorfor Tyskland har sat sig bagerst i klassen, når det gælder klimaet.
#dkgreen [LINK]	negativ
I Skive kan man forvandle søstjerner til dyrefoder, og dermed går en god forretning hånd i hånd med en klimaindsats ⭐️💛 Nysgerrig? Læs mere her: [LINK] #dkgreen #landbrug #dkbiz	positiv
Det er ikke Rød/Blå der gør forskellen, men at @USER endnu ikke har haft så godt fat om magten, at de er blevet tilbudt en konkurrencedygtig pris for deres principper.

Alle de "gamle" partier har forlængst solgt deres sjæl og principper til højestbydende. [LINK]	negativ
@USER [LINK]

Godkendelsen er ugyldig. Dette faktum går ikke væk bare ved at lade som ingenting. Det går der i mod kraftig udover retsfølelsen og tilliden til politikerne. Der skal ryddes op! #dkpol 

[LINK]	negativ
Regionsrådsformand @USER (med ryggen til) til dialogmøde på @USER Hospital på Amager for at lytte til klinikere om #sundhedsplatformen og fremtiden for et 'lille' hospital som Amager. #sundpol [LINK]	neutral
Jo længere du venter med at trykke på valgknappen @USER, jo mere fremstår du som en #dkpol Tøsedreng! Dermed risikerer du også at meningsmålingerne, bare bliver dårligere, og dårligere! 😁😁😁 [LINK]	negativ
Det må vist kandidere som et at de mest kommenterede tweets i denne uge under #dkpol 
Når kommentarer læses, så siger det mig, nogen er ude af sync...😎
Lad os nu få det valg, inden flere skøre ideer bliver omsat til love [LINK]	negativ
Nyheden om koranafbrænding herhjemme omtales i arabiske medier. En af reaktionerne nederst: 

