Förklarar regeringen och tidigare regeringars tro på att upprätthålla en jämviksarbetslöshet, Sveriges invandringspolitik? Om man är medveten om detta "samband", att inflationen skulle stiga om arbetslösheten minskade, har man då någon orsak att minska en invandring som ökar arbetslösheten?.	neutral
Kom gärna med förslag på olika samband mellan invandringen, lönedumpning och arbetslösheten. Tror ni att det är en vilja från makthavarna i Sverige att inte nå under jämviktsarbetslösheten för att motverka inflation och pressa ned löner, och att invandringen är redskapet? Varför? Varför inte?.	neutral
Sossarnas invandringspolitik bidrar till ännu fler samhällsklasser ?	negative
Sossarna står ju främst för att dom vill ha ett klasslöst samhälle, men just nu håller man på och bygger ännu fler samhällsklasser med sin invandringspolitik, man går helt enkelt emot alla sina egna principer.	negative
Den nya invandrarklassen har fått det mycket sämre och står idag utanför samhället och lever på andra villkor än resten av samhällsklasserna.	negative
Är USA föregångslandet eller mardrömmen vad gäller integration?	neutral
Jag har hört på vissa ställen hur USA är både föregångslandet och mardrömmen vad gäller integration, och jag vill veta vad ni förbipasserande tycker.	neutral
Jag var nyligen i Florida och det är en av de mer mångkulturella staterna har jag fått höra, och integrationen är på en helt annan nivå än i Sverige på instämmer jag i. Man kan där ha bott i generationer med spanska som första språk.	neutral
Vad har ni för erfarenheter av USA:s integration? dela.	neutral
Staten bör kontrollera ålder på asylsökande.	neutral
Det finns starka skäl till att staten bör göra ålderstester för de som uppger sig vara under 18 år och söker asyl. Det skriver Staffan Danielsson, som också påpekar att denna diskussion länge tystats med hänvisningar till rasism.	neutral
Jag har upplevt åsiktskorridoren under huden när jag försiktigt fört fram att Sverige bör anpassa sina mer generösa asylregler i EU-riktning, till exempel genom att tillämpa åldersbedömningar som övriga EU-länder gör. Detta senare skrev jag redan i april 2012 på DN Debatt.	negative
För det första bör frågan ställas; kan ett litet EU-land i längden, vid större flyktingströmmar, ha väsentligt mer generösa asylregler än övriga EU-länder, om resultat blir att höga andelar av asylsökande till EU väljer det landet? Jag bedömer inte att Sverige uthålligt klarar av att som nu ha tagit emot cirka 30 procent av alla ensamkommande asylsökande under 18 år till EU.	negative
Av dessa två starka skäl borde Sverige i likhet med övriga EU-länder använda sig av medicinska ålderstester som en del i beslutsunderlaget för att fastställa ålder i tveksamma fall. Jag välkomnar att sex partier i Migrationsöverenskommelsen i höstas enades om att granska varför 30 procent av de ensamkommande asylsökande till EU väljer Sverige, samt att regeringen och Moderaterna uttalat förespråkar noggrannare åldersbedömningar.	negative
Genom att genomgående godta den enskildes uppgift om sin ålder torde Sverige ha fått ta emot tusentals fler ensamkommande de senaste åren vilket kostat flera miljarder kronor.	negative
Är invardrare lösningen? Funkar det med den kinesiska kulturen?.	neutral
Detta är bara toppen på ett isberg när det gäller hur många jobb som skapats pga den extrema invandringen. Tänk bara på hur många som jobbar med och för alla våra "kära" nysvenskar...hyresmarknaden, sjukvården, skolan, dagis, socialen, 24-timmars/dygn anställda för "ensamkommande flyktingbarn", försäkringskassan, språkundervisning både i svenska och hemspråk, polis och kriminalvård osv osv.	negative
Borde Sverige utvisa fler kriminella invandrare?	neutral
Var tredje person som sitter på en kriminalvårdsanstalt idag är utländsk medborgare. Hur många som är invandrare med Svenskt medborgarskap framgår dock inte, eftersom kriminalvården inte får föra statistik baserat på etnicitet. Har någon koll på hur mycket detta kostar skattebetalarna varje år?.	neutral
Men till huvudfrågan: Borde Sverige utvisa fler kriminella invandrare, och varför?.	neutral
Konsumtions-julen är i vilket fall som helst oåtkomlig för alla oss; ensamstående föräldrar, långtidssjukskrivna, deltidssjukskrivna, fattigpensionärer, arbetslösa, nyligen friställda, nyanlända flyktingfamiljer, lågavlönade, hemlösa och så vidare.	positive
Reinfeldt gör sitt bästa för att leva upp som stadsfader. Han förklarar pedagogiskt att SDs politik är så usel att man måste göra tvärtom. Även om det innebär att vi som lever i Sverige idag. ALLA som lever här ovasett om man är svensk eller invandrare måste se till att bereda plats åt ett antal invandrare varje år som motsvarar en stad av Örebros storlek. Vi skall allstå förse dessa med bostäder, mat och pengar. Tiden för dessa att komma ut i arbete är många år och det har precis lagts fram ett förslag att utöka statens engagemang från 2 år till 7 år eftersom kommunerna klagar på att de inte kan hantera detta ekonomiskt.	negative
Alternativ för Sverige har blockerats från att lägga upp nya filmer på Youtube.	neutral
Som rubriken lyder har AfS blockerats från att göra nya inlägg på Youtube och två av deras filmer har tagits bort med hänvisning till HMF. Regeringens möte med Youtube verkar haft önskad effekt.	neutral
Vad tänker Flashback om detta? Är det bra att eventuellt kränkande inlägg censureras eller utgör detta ytterligare ett steg mot ett totalitärt samhälle?.	neutral
Alla som vill ha jobb idag, får jobb... Bara lata invandrare/svenskar som inte får jobb.	negative
**Det är djupt **bekymmersamt att man – främst från allianshåll – har argumenterat för olika typer av skatteskalor och/eller lägstalöner utifrån ett särpräglat etniskt perspektiv, i stället för att se till samtliga grupper – oavsett födelseort – som står långt ifrån arbetsmarknaden.	neutral
Det är inte direkt någon hemlighet att majoriteten av invandrarna är unga muslimska män med en allt annat än feministisk kvinnosyn.	negative
Özge Öner konstaterar att olika kulturer har olika syn på kvinnors rättigheter (SvD Debatt 19/1). Självfallet är det så. Många feminister och samhällsdebattörer fortsätter att förneka detta. Tigandet är fegt och har ett pris, inte minst i form av ett förminskande av den kamp miljoner kvinnor bedriver världen över för att uppnå ökad självständighet. Dessutom försvårar det kulturrelativistiska synsättet integrationen. Alla värderingar och kulturella yttranden är inte lika bra och värderingar varierar mellan kulturer.	neutral
Sverige har på kort tid tagit emot ett stort antal människor med vitt skilda uppfattningar om demokrati, rättsstaten och vilka rättigheter kvinnor och olika minoriteter ska ha. Några uttryck är så kallat hedersrelaterat våld och diskriminering av kvinnor och hbt-personer. Integration beskrivs ofta ensidigt i termer av språk, arbete och fler bostäder. Men den största integrationsutmaningen handlar om att förmedla, stå upp för och sprida de värderingar vårt samhälle vilar på. Det krävs en form av samhällskontrakt där vi definierar våra demokratiska värderingar.	negative
Samhällsorienteringen för nyanlända kan spela en nyckelroll för att sprida goda värderingar och främja integration. Det krävs en ordentlig översyn så att samhällsorienteringen i samtliga kommuner lär ut värderingar om demokrati, jämställdhet och människolivets okränkbarhet. Dessutom måste samhällets alla företrädare, inte minst politiker, sluta relativisera, bortförklara eller släta över oacceptabla värderingar och beteenden. Annars kommer integrationen aldrig att fungera och vårt land kommer att bli mindre öppet och mer intolerant.	neutral
Vidare måste samhällsorienteringen göras obligatorisk för nyanlända. Det är helt oacceptabelt att endast 29 procent (!) av dem i etableringsinsatser deltog i samhällsorientering under 2014. Det krävs även en ordentlig översyn av föreningsstöd och andra typer av stöd och bidrag. Föreningar som inte vilar på samhällets värderingar ska omedelbart mista rätten till bidrag.	negative
Sverige ska vara en fristad för dem som förtrycks och inte för dem som förtrycker. Om man inte respekterar kvinnors och mäns lika värde ska det självfallet få följder. Kristdemokraterna har därför föreslagit att asylsökande som begår sexualbrott ska få avslag på asylansökan och snabb avvisning ur landet. Om vi ska bevara de framsteg vi har uppnått måste vi försvara och upprätthålla våra värderingar samtidigt som vi välkomnar människor som lämnar förtryck och diktatur för ett liv i demokrati och frihet.	positive
Jag är långt ifrån rasist, invandrarkritisk eller sverigedemokrat.	positive
Började en måndag. Det var väldigt mycket att ta in. Människor var i svår situation. Många kollade på mig när jag kom på min första dag. Ingen pratade med mig utan jag fick själv ta initiativ till att försöka få en diskussion med dessa människor. Väldigt få pratade engelska, och de som gjorde det var svåra att förstå.	neutral
Under min första vecka kände jag mig ganska utmattad. Jag fick stå i köket och servera dessa människor med mat. När dom ville åka in till stan var jag tvungen att åka dit med dom. På kvällarna fick jag be dom att vara tysta och hålla koll på sina barn då det skreks och stördes sent på kvällen.	neutral
Jobbade i nästan fyra månader och blev allt mer irriterad. Dessa människor var ju i lidande men ändå behandlades de som kungar på våran anläggning. De fick i princip allt de pekade på. Jag började bli mer och mer irriterad. Jag kände att jag började behandlas som skit och slav.	negative
Några exempel är att när vi hade lunch eller middag. Dessa människor sätter sig vid sina matbord. Det är vi i personalen som serverar dom med mat, dryck och salt/peppar. De gapade när de ville ha något, reste sig aldrig för att hämta något själva. Efter att de hade ätit upp sin mat valde dom att bara resa sig och gå därifrån. Lämna sin bricka kvar på matbordet som de hade grisat ner. Jag fick plocka upp efter dom.	negative
Jag fick diska deras disk. Jag fick se till att DOM var nöjda. Ibland händer det att det blir ett stort tryck under lunch, många ska ha mat samtidigt så det blir en viss dröjan innan alla får mat. Detta var dock totalt oacceptabelt bland dessa människor. Jag blev kallad för rasist, hora, idiot, "fucking sweden guy" med mera.	negative
Dessa fyra somalier började då att knuffa mig, kalla mig både det ena och det andra. Jag anmälde givetvis detta till min chef som säger "dessa människor har det svårt, det kan ha hänt att det var ett missförstånd, tänk inte på det mer och försök att gå vidare".	negative
Jag började mer och mer inse att dessa människor aldrig kommer integreras i Sveriges samhälle.	negative
Situationer de är i är sorglig. Men deras kultur skiljer sig så OTROLIGT mycket från våran egen. Det är inte konstigt att SD växer. Man börjar inse att 90% av dessa är totalt inkompetenta.	negative
Jag är inte rasist, men jag röstar på SD för att dagens invandring och framförallt integration inte fungerar. Något måste ske.	negative
Hur pass ovanlig är jag som gått från naiv, invandringsvurmande mupp till "redpilled" Sverigedemokrat?.	positive
Jag skulle inte säga att jag vänder under galgen nu när systemet håller på att krackelera, det är inte för min egen situations skull som jag ändrar kurs.	positive
Jag erkänner dock att jag varit blind, hjärntvättad och väldigt, väldigt naiv.	positive
Det gör ont och man känner sig dum och lurad som gick på deras lögner och propaganda.	positive
från Sunne om den extremt obehagliga  upplevelse han hade i augusti. Han fick se en bildekal med en elak nidbild på den godaste, vackraste, visaste, mest perfekta människan i världshistorien, därhos försedd med en försmädlig text.	negative
När stackars Mohamad hämtat sig från chocken uppsökte han landsfiskalen för att få till stånd ett ingripa mot styggelsen. Han hade ju fått lära sig att.	negative
är ytterst vanligt förekommande i Sverige, och att det är alla nysvenskars plikt och rätt att anmäla varje exempel därpå. Till Mohamads måttlösa besvikelse tar inte kuffar-snutarna den minsta notis om hans kränkta känslor.	negative
Ännu en sådan där artikel som i princip kunde vara en parodi på sig själv. Men nu vill jag veta vad det är för en dekal. Hur är Profeten avbildad? Vad står där? Har dekalen producerats i större antal? Finns den att köpa någonstans?.	negative
När man vet hur stort missnöjet med mångkulturen och Muhammeds våldslära är i Sverige, är det egentligen häpnadsväckande att det finns så få bildekaler och andra stickers där missnöjet tar sig uttryck.	negative
Eller rättare sagt på sin jacka och klarade sig naturligtvis oskadd. Det händer allt oftare att folk som får avslag tar till denna utpressningstaktik tydligen. Mannen är förd till psyket och gissar att han får stanna av humanitära skäl som så ofta förr.	negative
Migrationsverkets invandringsstatistik.	neutral
Undrar hur många som är egentliga flyktingar, då "tillfälliga uppehållstillstånd" bakas ihop med kvotflyktingar, flyktingskäl och skyddsbehov?.	neutral
Det framgår i vilket fall som helst att familjeanknytning står för den största tårtbiten; 38%.	neutral
En annan intressant sida är utlänningsnämndens;.	neutral
Ja, invandringen kostar samhället miljarder. Men hur många tusen kostar den mig?	neutral
Det slängs mycket med miljarder hit och 10 miljarder dit när det berättas om vad invandringen kostar samhället. Personligen skiter jag i hur många miljarder den kosta. Jag vill veta vad den kostar mig och mitt hushåll i tusenlappar.	neutral
För någon vecka sedan sades det att kostnaderna för ensamkommandes boendekostnader (endast boendet!) skulle uppgå till ca 30 miljarder i år.	neutral
Dessa 6,250:- kommer med största sannolikhet följa årets ensamkommande i minst 4 år innan de kommer bli självförsörjande och börja bidra själva (synnerligen lågt räknat).	neutral
Så endast detta årets kull ensamkommande kommer kosta mig 6,250:-*4(år)=25,000:-.	neutral
Likadant kommer det bli med nästa års kull, och nästa.....och nästa, suck.	negative
Finns det fler räkneexempel på vad denna galenskap till invandring kommer tas från mitt skattekonto?.	negative
