Et stort tillykke til @USER og vinderne af årets Cavlingpris 💪🏼 [LINK]	positiv
@USER Jeg lukkede den faktisk ned inden et møde 😬	neutral
@USER Así es, para jugar un partido se requieren dos equipos.	neutral
@USER En international bilateral aftale er f.eks. en aftale mellem 2 lande i modsætning til en indgået mellem mange lande.	neutral
Nikolaj Øris blev far i nat, erfarer TV 2 SPORT. DHF's sportschef bekræfter, at højrebacken er tilbage i lejren og spiller i aften mod Saudi-Arabien #hndbld #vmtv2 [LINK]	positiv
Har kærligheden til håndbold til fælles: Mød de glade VM-fans [LINK]	positiv
Coop Danmark A/S: Coop skifter til kødbakkerne ud med genbrugsplast [LINK]	neutral
Flot dag for de danske juniorer down under -- sejr til både Clara Tauson og Holger Rune i @USER (sikkert kommenteret af certificeret tennisnørd og kollega @USER :-) [LINK]	positiv
Nye faresignaler fra luftfart: Fald i godsmængderne [LINK]	neutral
@USER Du har ret. Men jeg leder ikke efter forklaringen på, hvorfor for han stopper. Jeg leder efter forklaringen på, hvorfor vi ikke får forklaringen.	neutral
@USER @USER Men hvis, der er tale om en toer , så kan jeg ikke være i mig selv	negativ
Merete Eldrup stopper som topchef i TV 2 [LINK]	neutral
Danske Bank: Blackrock ejer under 5 pct [LINK] [LINK]	neutral
Forundret Nicolai Poulsen: Jeg har ikke skrevet under med AGF [LINK]	neutral
@USER @USER @USER @USER @USER @USER Det er derfor jeg går så meget op i, at vi skal tale politik og politikerne op, i stedet for ned. Når vi husker og anerkender, hvor vigtigt det er for samfundet, at vi har gode folk til at lede det, så finder de gode folk også vej. Og modsat.	positiv
Frederikshavns vestby i vokseværk: To store forretninger flytter ind - og der er plads til flere [LINK]	neutral
Læs om Kirsten Koch her 👒💚: [LINK]	neutral
BILLEDSERIE Pressefotograf Jan Knudsen har udvalgt nogle af sine favoritfotos fra januars fotoopgaver. [LINK]	positiv
@USER Ja! Kiggede også efter Safarimanden i forskellige tv shows. Tror jeg spottede ham blandt publikum til et Jarl Friis Mikkelsen talkshow og i Mandagschancen.	positiv
@USER @USER @USER Der skal jo være en balance. Thøgersen har et rigtig godt venstreben, der slår nogle gode indlæg, der kan ramme Mortensen. Anker skal have den til højre fod. Thøgersen har også scoret nogle vilde frisparksmål på u-hold, så han er en meget naturlig afløser og giver også offensivt	neutral
En forbipasserende havde opdaget, at der stod en bil og brændte. [LINK]	neutral
@USER Nej, jeg siger at jeg tror vælgerne er dødtrætte af det gensidige blame game.	negativ
